"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"JRL","JINDALEE RESOURCES LIMITED","Materials","11/07/2002",105577297
"JRV","JERVOIS GLOBAL LIMITED","Materials","01/12/1980",167556282
"JTL","JAYEX TECHNOLOGY LIMITED","Health Care Equipment & Services","17/12/2015",2250228
"JXT","JAXSTA LTD","Software & Services","21/09/2010",24868077
"JYC","JOYCE CORPORATION LTD","Consumer Discretionary Distribution & Retail","17/12/1986",72145187
"K2F","K2FLY LIMITED","Software & Services","19/02/2008",19284628
"KAI","KAIROS MINERALS LIMITED","Materials","30/05/1973",65522805
"KAL","KALGOORLIE GOLD MINING LIMITED","Materials","17/11/2021",3917506
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","Financial Services","29/11/2007",18443017
"KAR","KAROON ENERGY LTD","Energy","08/06/2004",1265807845
"KAT","KATANA CAPITAL LIMITED","Not Applic","23/12/2005",38479480
"KAU","KAISER REEF LIMITED","Materials","28/02/2020",27324071
"KBC","KEYBRIDGE CAPITAL LIMITED","Financial Services","23/12/1999",9577703
"KCC","KINCORA COPPER LIMITED","Materials","30/03/2021",11160427
"KCN","KINGSGATE CONSOLIDATED LIMITED.","Materials","21/04/1988",320900857
"KDY","KADDY LIMITED","Consumer Discretionary Distribution & Retail","04/04/2001","SUSPENDED"
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","Consumer Services","02/06/2021",104845853
"KEY","KEY PETROLEUM LIMITED","Energy","26/04/2007",2951892
"KFM","KINGFISHER MINING LTD","Materials","11/12/2020",16651650
"KGD","KULA GOLD LIMITED","Materials","16/11/2010",6717815
"KGL","KGL RESOURCES LIMITED","Materials","17/03/2005",93603157
"KGN","KOGAN.COM LTD","Consumer Discretionary Distribution & Retail","07/07/2016",654313769
"KIL","KILAND LTD","Materials","08/07/2002",132979251
"KIN","KIN MINING NL","Materials","02/10/2013",40057119
"KKC","KKR CREDIT INCOME FUND","Not Applic","21/11/2019",657969117
"KKO","KINETIKO ENERGY LTD","Energy","21/07/2011",62445082
"KLI","KILLI RESOURCES LIMITED","Class Pend","10/02/2022",3822003
"KLL","KALIUM LAKES LIMITED","Materials","22/12/2016","SUSPENDED"
"KLO","KINGSLAND GLOBAL LTD","Real Estate Management & Development","11/12/2015","SUSPENDED"
"KLR","KAILI RESOURCES LIMITED","Energy","06/03/1997",1474004
"KLS","KELSIAN GROUP LIMITED","Transportation","16/10/2013",1857602171
"KMD","KMD BRANDS LIMITED","Consumer Discretionary Distribution & Retail","13/11/2009",604645564
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","Consumer Services","15/08/2003",30881962
"KNB","KOONENBERRY GOLD LIMITED","Materials","28/09/2021",3712222
"KNG","KINGSLAND MINERALS LTD","Materials","14/06/2022",16615443
"KNI","KUNIKO LIMITED","Materials","24/08/2021",36973758
"KNM","KNEOMEDIA LIMITED","Media & Entertainment","24/06/1987",6019141
"KNO","KNOSYS LIMITED","Software & Services","09/09/2015",12536044
"KOB","KOBA RESOURCES LIMITED","Materials","04/05/2022",14231250
"KOR","KORAB RESOURCES LIMITED","Materials","31/08/2005",8809200
"KOV","KORVEST LTD","Capital Goods","17/09/1970",98536320
"KP2","KORE POTASH PLC","Materials","07/11/2017",41063245
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","Commercial & Professional Services","21/06/2017",216000000
"KPO","KALINA POWER LIMITED","Utilities","02/08/1971",13636762
"KRM","KINGSROSE MINING LIMITED","Materials","07/12/2007",49666750
"KRR","KING RIVER RESOURCES LIMITED","Materials","21/09/2007",17088774
"KSC","K & S CORPORATION LIMITED","Transportation","25/08/1971",333911519
"KSL","KINA SECURITIES LIMITED","Banks","30/07/2015",229548720
"KSN","KINGSTON RESOURCES LIMITED","Materials","05/03/1987",38325688
"KSS","KLEOS SPACE S.A","Commercial & Professional Services","24/08/2018","SUSPENDED"
"KTA","KRAKATOA RESOURCES LIMITED","Materials","28/12/2012",12364921
"KTG","K-TIG LIMITED","Capital Goods","01/11/2012","SUSPENDED"
"KYP","KINATICO LTD","Software & Services","08/09/2015",52107884
"KZA","KAZIA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/1994",36631828
"KZR","KALAMAZOO RESOURCES LIMITED","Materials","16/01/2017",21713942
"L1M","LIGHTNING MINERALS LTD","Materials","22/11/2022",8964576
"LAM","LARAMIDE RESOURCES LTD","Energy","30/04/2013",112459468
"LAU","LINDSAY AUSTRALIA LIMITED","Transportation","05/07/1994",403528498
"LAW","LAWFINANCE LIMITED","Financial Services","12/05/2000","SUSPENDED"
"LBL","LASERBOND LIMITED","Capital Goods","17/12/2007",89077316
"LBT","LBT INNOVATIONS LIMITED","Health Care Equipment & Services","31/07/2006",8050143
"LCE","LONDON CITY EQUITIES LIMITED","Financial Services","06/03/1987",15522464
"LCL","LCL RESOURCES LIMITED","Materials","02/10/2007",29389265
"LCT","LIVING CELL TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/2004",27797476
"LCY","LEGACY IRON ORE LIMITED","Materials","08/07/2008",121729698
"LDR","LODE RESOURCES LTD","Materials","02/07/2021",17619384
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","Health Care Equipment & Services","05/07/2021",21958416
"LEG","LEGEND MINING LIMITED","Materials","25/08/1995",104453179
"LEL","LITHIUM ENERGY LIMITED","Materials","19/05/2021",69531750
"LER","LEAF RESOURCES LTD","Materials","05/01/1999",32992622
"LEX","LEFROY EXPLORATION LIMITED","Materials","05/09/1991",32893890
"LFG","LIBERTY FINANCIAL GROUP","Financial Services","15/12/2020",1184835105
"LFS","LATITUDE GROUP HOLDINGS LIMITED","Financial Services","20/04/2021",1237215205
"LGI","LGI LIMITED","Utilities","04/10/2022",204841549
"LGL","LYNCH GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","06/04/2021",303944619
"LGM","LEGACY MINERALS HOLDINGS LIMITED","Materials","13/09/2021",11649704
"LGP","LITTLE GREEN PHARMA LTD","Pharmaceuticals, Biotechnology & Life Sciences","20/02/2020",55385733
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004",9444504
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",1792948997
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",481722922
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",10728296
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",179256064
"LIT","LITHIUM AUSTRALIA LIMITED","Materials","30/10/2007",40299325
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",327162283
"LKO","LAKES BLUE ENERGY NL","Energy","05/12/1985",57825090
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",5162500
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",5921276538
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021","SUSPENDED"
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022","SUSPENDED"
"LLO","LION ONE METALS LIMITED","Materials","07/06/2013",187683169
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",21541835
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",186638348
"LME","LIMEADE INC.","Software & Services","20/12/2019",108286858
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",100080196
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",9944983
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","Commercial & Professional Services","27/10/2015",782305909
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",20188360
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",11366372
"LNW","LIGHT & WONDER INC.","Consumer Services","22/05/2023",9646768483
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",61901075
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",302395960
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",2328089922
"LPD","LEPIDICO LTD","Materials","19/04/1994",99297974
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",8907814
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","Materials","24/06/2016",182478892
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",32578600
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",3835866
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",110127864
"LRL","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",8836470
"LRLN","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",8836470
"LRS","LATIN RESOURCES LIMITED","Materials","21/09/2010",1035740414
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",41348954
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",10971412
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",11871114
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1788193035
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",18433973
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",61400587
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",6056202862
"LV1","LIVE VERDURE LTD","Food, Beverage & Tobacco","14/12/2020",7629520
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",4053417
"LVH","LIVEHIRE LIMITED","Software & Services","10/06/2016",22425751
"LVT","LIVETILES LIMITED","Software & Services","17/08/1999",12804784
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",6471341256
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",8505000
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",397402260
"LYN","LYCAON RESOURCES LTD","Materials","17/11/2021",9964688
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",4695717
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",2865618
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",4437072
"M3M","M3 MINING LIMITED","Materials","29/07/2021",7907262
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",5964233
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",205208021
"M8S","M8 SUSTAINABLE LIMITED","Commercial & Professional Services","11/12/2019","SUSPENDED"
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",1284000000
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",823740585
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",22926960
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",312472944
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",78516240
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",28141716
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",122168448
"MAQ","MACQUARIE TECHNOLOGY GROUP LIMITED","Software & Services","27/09/1999",1651028256
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",15656280
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",187193688
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",187193688
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",353871431
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",52865988
"MBK","METAL BANK LIMITED","Materials","02/03/2011",9953479
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022",1014980
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",130178076
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",58899465
"MCL","MIGHTY CRAFT LIMITED","Consumer Services","17/12/2019",16035470
"MCM","MC MINING LIMITED","Energy","24/04/1980",63946432
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",76293045
"MCT","METALICITY LIMITED","Materials","21/12/2005",7472172
"MCX","MARINER CORPORATION LIMITED","Financial Services","20/06/1986","SUSPENDED"
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",8403964853
"MDC","MEDLAB CLINICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/07/2015","SUSPENDED"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",3235139
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",125340664
"MDX","MINDAX LIMITED","Materials","08/12/2004",122733527
"ME1","MELODIOL GLOBAL HEALTH LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/10/2016",26885538
"MEA","MCGRATH LIMITED","Real Estate Management & Development","07/12/2015",64025675
"MEB","MEDIBIO LIMITED","Health Care Equipment & Services","29/01/2001",5150594
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",55022249
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",13740600
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",436535353
"MEK","MEEKA METALS LIMITED","Materials","21/12/1999",42986148
"MEL","METGASCO LTD","Energy","23/12/2004",12766641
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",14392806
"MEU","MARMOTA LIMITED","Energy","21/11/2007",41293222
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",13535806157
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",68578340
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",1674845781
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1727231678
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",5534550
"MGF","MAGELLAN GLOBAL FUND.","Not Applic","30/11/2020",2485433532
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",968894826
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",39155272
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",9312230112
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",31904548
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",33802580
"MGV","MUSGRAVE MINERALS LIMITED","Materials","29/04/2011",198054663
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",570777087
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",23490230
"MHCN","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",23490230
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994",3016528
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",345516884
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",10634086
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021",143910000
"MIH","MNC MEDIA INVESTMENT LTD","Media & Entertainment","13/09/2013","SUSPENDED"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","Commercial & Professional Services","19/11/2015",11790815
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",13915090078
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",34829232
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","28/06/2001",542142831
"MKG","MAKO GOLD LIMITED","Materials","16/04/2018",14976213
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",7635475
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",29747853
"MLG","MLG OZ LIMITED","Materials","04/05/2021",97618118
"MLM","METALLICA MINERALS LIMITED","Materials","23/11/2004",24879372
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",20593194
"MLX","METALS X LIMITED","Materials","26/08/2004",272179820
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",29875832
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",18298122
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",36001668
"MMC","MITRE MINING CORPORATION LIMITED","Materials","30/09/2021",12698028
"MME","MONEYME LIMITED","Financial Services","12/12/2019",53605258
"MMI","METRO MINING LIMITED","Materials","04/12/2009",100400988
"MMM","MARLEY SPOON SE","Consumer Staples Distribution & Retail","02/07/2018",49169966
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006","SUSPENDED"
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","15/03/2004",1367092561
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",98904594
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1319220616
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005",123847306
"MOB","MOBILICOM LIMITED","Technology Hardware & Equipment","02/05/2017",15920120
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",2595778
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",7269635
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",531975070
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",87288847
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000",32994331
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",1650298416
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",35166257
"MPG","MANY PEAKS GOLD LIMITED","Materials","16/03/2022",7984497
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",9666551372
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",22245370
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",4992956
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",38943486
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",68599623835
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",12566885
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981",37338621
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",15569766
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022",7698797
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",67352087
"MRM","MMA OFFSHORE LIMITED","Energy","21/06/1999",494200707
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",5957756
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",17357880
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019",13354120
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",887483259
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",4762031
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",1090431
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",86409341
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",3532684
"MTC","METALSTECH LIMITED","Materials","24/02/2017",42436033
"MTH","MITHRIL RESOURCES LIMITED","Materials","18/11/2002",5053207
"MTL","MANTLE MINERALS LIMITED","Materials","11/07/2000",12294892
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",6113944
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",132619066
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",3514571431
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",475354505
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",8637907
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",90620434
"MWY","MIDWAY LIMITED","Materials","08/12/2016",57205225
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",59388874
"MXC","MGC PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",11677079
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",135463206
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",10718821
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005",12124119
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",1751295148
"MYE","METAROCK GROUP LIMITED","Materials","07/05/2010",46653639
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",36227048
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",537937624
"MYS","MYSTATE LIMITED","Banks","10/09/2009",391252133
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",410058068
"MZZ","MATADOR MINING LIMITED","Materials","08/03/2017",17344747
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",15409725
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",89727213891
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",39923137
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",7179495
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",19196968
"NAM","NAMOI COTTON LIMITED","Commercial & Professional Services","06/04/1998",89927778
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",1445069333
"NBI","NB GLOBAL CORPORATE INCOME TRUST","Not Applic","26/09/2018",623523807
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",42315001
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",8188750
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",48878385
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",859410000
"NCM","NEWCREST MINING LIMITED","Materials","04/06/1987",23956441310
"NCR","NUCOAL RESOURCES LIMITED","Materials","31/05/1996","SUSPENDED"
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",3683649426
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",3067972
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",31774755
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",1689450356
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",4290000
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",27602205
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",357008793
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","Capital Goods","18/11/2022",6794366
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",2019689
"NGX","NGX LIMITED","Materials","16/06/2023",19481546
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",41466754
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",4538745045
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",76200849
"NHF","NIB HOLDINGS LIMITED","Insurance","05/11/2007",3978670914
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",2542945950
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",19516935
"NIS","NICKELSEARCH LIMITED","Materials","18/10/2021",8223950
"NKL","NICKELX LIMITED","Materials","07/05/2021",6309775
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",4935455
"NML","NAVARRE MINERALS LIMITED","Materials","31/03/2011","SUSPENDED"
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",4408946
"NMT","NEOMETALS LTD","Materials","10/07/2002",287425412
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021",2832310
"NNL","NORDIC NICKEL LIMITED","Materials","01/06/2022",23621126
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",146131459
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",13659617
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",33253118
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",45718633
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",12273994
"NPM","NEWPEAK METALS LIMITED","Materials","11/04/2011",9248616
"NPR","NEWMARK PROPERTY REIT","Equity Real Estate Investment Trusts (REITs)","06/12/2021",229785096
"NRX","NORONEX LIMITED","Materials","15/11/2017",4097486
"NRXN","NORONEX LIMITED","Materials","15/11/2017",4097486
"NRZ","NEURIZER LTD","Materials","17/03/2005",68571717
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","01/08/2018",14203693
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",95237072
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",10691303
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3074312310
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",13463427522
"NSX","NSX LIMITED","Financial Services","13/01/2005",20059903
"NTD","NATIONAL TYRE & WHEEL LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",81295504
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",48938931
"NTL","NEW TALISMAN GOLD MINES LIMITED","Materials","28/05/1987",8389062
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",8006989
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",177869976
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",19413674
"NUF","NUFARM LIMITED","Materials","10/11/1988",2001591761
"NUH","NUHEARA LIMITED","Technology Hardware & Equipment","05/03/2010",36457929
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",66430338
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",9081486
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",460462578
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",80008698
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012",192217719
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1208330596
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",3643732929
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",11660649
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",17351599538
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",17351599538
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",287789805
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",3593753685
"NXL","NUIX LIMITED","Software & Services","04/12/2020",480010619
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",24408998
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",123504327
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",6727385259
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",6419250
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",5148287
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",105583668
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",169200525
